,id,name,description,date_verified,category_icon_path,category_icon_pin_path,category_icon_pin_closed_path,amenities,country,category,location
82,149509,WalMart main street,"Small parking area near Freddy's is where  I was told to park, one night only.  Reasonably level, has good cell and you can get WiFi from several of the local business.",2021-05-03 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'Yes - Average', 'Kitchen': 'No', 'Restaurant': 'Yes', 'Showers': 'No', 'Water': 'No', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'No', 'Pet Friendly': 'Yes'}",United States,Informal Campsite,"{'latitude': 36.76609162, 'longitude': -108.15204642, 'altitude': 1661.01171875, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
83,149820,Chisolm Trail RV,Mostly common RVs. Small shop selling parts. Had surprisingly odd things like special keys and bulbs as well as general valves and tubes and stuff.  Decent prices for the middle of nowhere. ,2021-04-19 00:00:00 UTC,/assets/icons/mechanic-d96e8a163cb3a084afad6ea0c1ba0498e48413ce5612226c920e978b240eaac6.png,/assets/icons/mechanic-pin-e5259970e4a686d23db8381ee84be008a62cef85347d3a8db572ac902dcb4488.png,/assets/icons/mechanic-pin_closed-854143d043c3ed258334aadb0b2da276a095393a4f5db1b8bbcac0cd411531ce.png,"{'Open': 'Yes', 'Repairs Vehicles': 'Unknown', 'Repairs Motorcycles': 'Unknown', 'Repairs Bicycles': 'Unknown', 'Sells Parts': 'Yes'}",United States,Mechanic and Parts,"{'latitude': 36.81547836869658, 'longitude': -108.06132243956259, 'altitude': 1719.9987087249756, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
84,150989,Speedway on 491,"Just a pretty big gas station but I went inside and asked if I could stay the night and they said no problem. Super nice woman working didn’t even bat an eyelash
It’s got a lot of parking spots but I could see that they would get annoyed if more than a few vehicles did this so if you see if you already... move on. The only thing they said is don’t block the pumps. So be respectful of the space you take vs the ability for other vehicles to get in and get gas or have a spot to go inside. There are lots of dogs maybe five? I think the people who work here bring them to work and they run around in the street and bark all that but other than that pretty good nights sleep here",2021-05-25 00:00:00 UTC,/assets/icons/informal-camp-f07e54b9f95dac612a043295f5c02e5591f33428b6d68a6c46de38ba5a1aade3.png,/assets/icons/informal-camp-pin-b1d3eb9535e3e2b5a3879eb3e4b7085699fd9c3a87e3b12180db59c6b56341c7.png,/assets/icons/informal-camp-pin_closed-ef968ee9662ffab9572dc9d824ea12f85195ce07e793e39732eb1a88fb6f050f.png,"{'Open': 'Yes', 'Electricity': 'Unknown', 'Wifi': 'Unknown', 'Kitchen': 'Unknown', 'Restaurant': 'Unknown', 'Showers': 'Unknown', 'Water': 'Unknown', 'Toilets': 'Unknown', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Unknown', 'Pet Friendly': 'Unknown'}",United States,Informal Campsite,"{'latitude': 36.33478373088447, 'longitude': -108.71282226401848, 'altitude': 1707.785869074054, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
85,162021,Sinclair gas station,dump station is behind the building next to a water spigot. confirmed that the water is potable. propane fill up here also. Gas/diesel,2021-10-26 00:00:00 UTC,/assets/icons/sanitation-9f324e6a4196afefaf9b3f8e37695d4169d20a92ae67636754c50a9aec33cde1.png,/assets/icons/sanitation-pin-0bf64d8cb515d472c55b0d798bebc6350a2a9b965085e074de43ef38a9c203ca.png,/assets/icons/sanitation-pin_closed-15407288c1497875f55db915850a294f5682c8e1622e3347691d28c138daa7f6.png,{'Open': 'Yes'},United States,Sanitation Dump Station,"{'latitude': 36.74116242, 'longitude': -108.16903445, 'altitude': 1606.15869140625, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
86,164632,Hose connection outside of Verizon store,There’s a hose connection just outside of the Verizon store ,2021-12-15 00:00:00 UTC,/assets/icons/water-9a80c69888775bbfc56b91b913fa96f406a09ac964a0bdd85f7c0566b7abcd70.png,/assets/icons/water-pin-29c66b884f7b0b777c7c2c747a0b0037ee636413701bf27bd7231633f27864d7.png,/assets/icons/water-pin_closed-f8599309a1bc2b8d668d31ebfd308cc988fc8686ae55f54b8b2648fd14957a9b.png,{'Open': 'Yes'},United States,Water,"{'latitude': 36.74356566440381, 'longitude': -108.16794334850968, 'altitude': 1635.52285141819, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
87,12906,Goulding's Camp,"Beautiful campground in a wonderful position, with store and all services.",2021-11-22 00:00:00 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'Yes - At Sites', 'Wifi': 'Yes - Slow', 'Kitchen': 'No', 'Restaurant': 'Yes', 'Showers': 'Hot', 'Water': 'Potable', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.00655264604668, 'longitude': -110.21410919102314, 'altitude': 1627.4693603515625, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
88,14728,Monument Valley Tipi Village,Campground run by local natives. You can spend your night in the Indian tipi or use your own tent. Full hookups for RVs available. After 8 months on the road and lots of campgrounds behind  this place had the nicest bathroom among all. ,2019-01-25 00:24:28 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'Yes - At Sites', 'Wifi': 'Yes - Average', 'Kitchen': 'Yes', 'Restaurant': 'No', 'Showers': 'Hot', 'Water': 'Potable', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.00844968672563, 'longitude': -110.1882700995637, 'altitude': 1593.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
89,16708,Hite camp ground,"There's camping ground with some benches and restrooms by the lake. Marked location is the grocery store and gas station. There's a ranger statipn here but the park seems to be free. PS due to the draught in California there's no water at this part of the lake. I was told lake is full further south, may 2016",2020-10-13 15:16:46 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'Hot', 'Water': 'Potable', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.87657014146349, 'longitude': -110.38391298370793, 'altitude': 1157.1085757045075, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
90,16859,Hole-in-the-Rock,"Spot is located end of the Hole-in-the-Rock road at the trailhead. Stone firepits. More spots along the road.
The last ~15 Miles, 4WD and high clearance recommend.  Check weather and road condition before travel.
Hiking trails down to Lake Powell and to the Lake Powell overlook.
Overnight permit avaible here at trailhead. (BLM says ""do not camp at trailheads"" but 2 other campers overnight here too)",2021-04-13 02:01:38 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.25726396, 'longitude': -110.90178404, 'altitude': 1305.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
91,17837,Stanton Creek Dispersed Camping Area Bullfrog Lake Powell,It's not a boondocking site actually but a huge dispersed camping area directly on the shoreline of Lake Powell with dozens of more or less secluded bays where you can find your private spot out of sight of anybody (except the boaters). Restrooms far away from the marked place.fee is 12 per vehicle and 25 Park fee. ,2021-05-11 21:08:25 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Natural Source', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.492558239062774, 'longitude': -110.71570772687971, 'altitude': 1093.6083984375, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
92,18609,Hole On The Rock Road Mile 51-ish,Very remote and requires high clearance vehicle. 4wd a plus but not necessary in good dry weather. Free. ,2020-03-20 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.25510193969799, 'longitude': -110.98025626513267, 'altitude': 1364.7114595853764, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
93,23860,GSENM Hole in the Rock Road,Amazing spot between rocks and plants. Spectacular view. There is a fire pit. Enough space vor 3-4 cars. Hole in the Rock road ist dirty on the last few miles! Permit vor overnight in GSENM required.,2016-10-06 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Unknown'}",United States,Wild Camping,"{'latitude': 37.25625, 'longitude': -110.96273, 'altitude': 1299.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
94,36469,Monument Valley KOA,"New (opened April 17) campground - not everything is finish yet - with a beautiful view to the mountains.  David is a very friendly Manager who takes Care of his guests and has a lot of good ideas. No wifi at the moment but there will be in a couple of weeks.  Quiet at night.  30.- $ for full hook up, special prices for dry site. Close to NP. ",2021-02-12 02:53:51 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'Yes - At Sites', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Potable', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.01751249380132, 'longitude': -110.15476578856833, 'altitude': 1599.46142578125, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
95,43520,Bullfrog Campground,"The campground is okay, quiet and not so big, but hardly shadow. There are picnic tables, fire rings and grills. ",2021-05-15 00:00:00 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Potable', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Unknown', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.521099, 'longitude': -110.720918, 'altitude': 1119.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
96,45873,"Across Hite, right at Colorado River","There is a gravel road down to the plateau on the river. no sign, we had no problems.
other local camper stayed there too. great views, quite at night!",2020-09-17 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Natural Source', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.8887817, 'longitude': -110.3985483, 'altitude': 1214.8, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
97,47064,Starr Spring Campground,"A BLM campground with pit toilets, fire rings, and picnic tables. It's got a nice view up high over the desert valley, and it's protected from the wind and sun. There's also a network of mild 4wd roads here that have many offshoots with awesome views (and no shade).",2017-11-24 18:26:02 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'Natural Source', 'Toilets': 'Pit Toilets', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.84692662, 'longitude': -110.65974468, 'altitude': 1829.315673828125, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
98,50452,John's Canyon,Remote camping west of Goosenecks State Park. Dark skies and solitude. High clearance four wheel drive highly recommended.,2018-01-16 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.2519927, 'longitude': -110.03401181, 'altitude': 1559.34375, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
99,54927,Hall's Crossing Chevron (+ campground+shop),Gas station and small general store.  Campground nearby.  Pumps operate even if store is closed with a credit card.  Expensive. but not many other fuel options this side of the river for a long ways.,2018-03-20 00:00:00 UTC,/assets/icons/fuel-station-0fefa1abe2c53c747188f071571e227a95afd526394012c973bd5009715f2aa3.png,/assets/icons/fuel-station-pin-6419174b3406ce3824766d8d7559aca620f17a42dc1dfd27bdf0a2c17486fc41.png,/assets/icons/fuel-station-pin_closed-d20c58b01c5fa1ead652f13605352b5163738ad2c202e36645f2d6be672651ec.png,{'Open': 'Yes'},United States,Fuel Station,"{'latitude': 37.45668, 'longitude': -110.7142, 'altitude': None, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
100,60541,Muley Point - Alternative,"There were quite a fee cehicles at Muley Point so we took this rught turn before the point and came to another point on the rim that was just as beautiful but secluded.  you need some clearance to get back here, but not 4x4.

We got a weak GSM roaming signal, but our friens with Verizion bounced from nothing to 4 bars of 4G.

no ammenities at all; just great views.",2020-10-22 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.24218937, 'longitude': -110.00125517, 'altitude': 1921.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
101,61723,Fire pit wild camping,Wild camp site between Capital Reef and Lake Mead,2018-01-03 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.74646222129254, 'longitude': -110.91871725405652, 'altitude': 1520.977783203125, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
102,71162,Colorado River Rimming near Hite,Pull off road on eastern side of bridge to the left if travelling east. Hide car behind the rock wall. We camped a level down from road outside of view. rock fire pit  no shade but amaaazing views. can scramble down to the river a little upstream from bridge. some bridge/road noise but not all night and not heavy. make sure to stop at Hite overlook on west side of bridge for another epic view. ,2019-03-15 18:20:49 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Unknown'}",United States,Wild Camping,"{'latitude': 37.889462, 'longitude': -110.3648295, 'altitude': 1140.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
103,92009,Monument Best view ,"Close than other place.
No people during the day, some tourist come for photo but less than other panoramic point.
I Camped with tent, one of my favourite place in 2 years travelling.
Good also for car.",2020-10-16 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'Yes', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.065567719279436, 'longitude': -110.04478719929422, 'altitude': 1639.0545401386314, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
104,93707,Mexican Hat UT Fantastic 360 view,Down a road past the abandoned fruit stand.  Gorgeous view of monuments & expansive space across Moab area.,2021-11-21 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.06425254236633, 'longitude': -110.04699756401595, 'altitude': 1659.836025238037, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
105,102025,Hite,dump station and potable water for free behind the gas station,2019-07-25 00:00:00 UTC,/assets/icons/sanitation-9f324e6a4196afefaf9b3f8e37695d4169d20a92ae67636754c50a9aec33cde1.png,/assets/icons/sanitation-pin-0bf64d8cb515d472c55b0d798bebc6350a2a9b965085e074de43ef38a9c203ca.png,/assets/icons/sanitation-pin_closed-15407288c1497875f55db915850a294f5682c8e1622e3347691d28c138daa7f6.png,{'Open': 'Yes'},United States,Sanitation Dump Station,"{'latitude': 37.87640486010788, 'longitude': -110.38465139629999, 'altitude': 1172.299676591145, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
106,108034,Wild camp on canyon rim,"Beautiful wild camp spots on the north canyon rim!
Some shade from trees and rock overhangings.

the entrance is on the north east of the nearby bridge. The track goes under the bridge and through the dry riverbed, so a 4WD with high clearance is recommended. No problems with my motorcycle.",2019-09-05 00:00:00 UTC,/assets/icons/wild-camp-f910ec32e5acbce82a3719ca8d1e4b9970f8682688f72d9d7978b27f628ebc61.png,/assets/icons/wild-camp-pin-e04fcb3c10cd4d39ab9eeaa3597ea3c567c95ee51b585cd3296caa6e4f5d85e1.png,/assets/icons/wild-camp-pin_closed-d099f816420d8b3102180bb85fadd97dff3e2be4bcc391f293909246111552d0.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'No', 'Water': 'No', 'Toilets': 'No', 'Big Rig Friendly': 'No', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Yes'}",United States,Wild Camping,"{'latitude': 37.744114617852254, 'longitude': -110.27360047224003, 'altitude': 1422.6187828906236, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
107,113730,Tear Drop Arch B&B,"The owner allows camping on her property for $10 per night. Showers are $5 per person, and a breakfast is available for $7 a person. The views of Monument Valley are spectacular! It is critical to contact the host before arriving to make sure she can accommodate you, and To pay attention to their advertise directions as Google maps will take you on a 4WD only road. See photo for directions.

Bathroom and shower are in the home of the host. Camping surface is a very fine red sand, a few inches deep. We really enjoyed staying here, and would return in a heartbeat. Going to bed with a moonrise, and waking up with the sunrise over the monuments was a wonderful memory. There is hiking behind the B&B.",2020-03-10 00:00:00 UTC,/assets/icons/camping-ba93161fdbc528d499c6dd5debc56e188b989079b6c6a742b6a0ff9b94ec09f6.png,/assets/icons/camping-pin-fbff58852a525ae180b78f8f954e38eb0035d326550b8887e7e47dd6133aa493.png,/assets/icons/camping-pin_closed-c72f8255262c0ab2532692f447733aae42c2477ee666c1064bec57cbb3e42254.png,"{'Open': 'Yes', 'Electricity': 'No', 'Wifi': 'No', 'Kitchen': 'No', 'Restaurant': 'No', 'Showers': 'Hot', 'Water': 'Unknown', 'Toilets': 'Running Water', 'Big Rig Friendly': 'Unknown', 'Tent Friendly': 'Yes', 'Pet Friendly': 'Unknown', 'Sanitation Dump Station': 'Unknown'}",United States,Established Campground,"{'latitude': 37.002193, 'longitude': -110.184337, 'altitude': 0.0, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
108,120526,Goulding's in Monument Valley,"If no attendant present, go into the store and ask. Their propane pump is a little dodgy; if it says full after pumping very little, ask the guy to restart. ",2019-12-30 00:00:00 UTC,/assets/icons/propane-2543c9605d3d641d751432cfff2f94211e58169b698adb27b854b9ffdbb26a37.png,/assets/icons/propane-pin-f70afd1a4cd3899f86c2b831d4d33773035de3c65cff9697a77646b068de5fce.png,/assets/icons/propane-pin_closed-af8daa57b6d9c662a46b8ce577ca60e606ac597925b723169f51780b52273105.png,{'Open': 'Yes'},United States,Propane,"{'latitude': 37.009393, 'longitude': -110.202897, 'altitude': 1431.1, 'horizontal_accuracy': None, 'vertical_accuracy': None}"
